Municipio,Potencia,Grupo,Fecha,Provincia,__mun_key__,LATITUD_ETRS89,LONGITUD_ETRS89
SiÃ©tamo,5.0,Solar,2008-06-10,Huesca,sia c tamo,,
Loporzano,35.0,Solar,2008-05-21,Huesca,loporzano,"42,16160418","-0,32391473"
Caminreal,50.0,Solar,2008-06-09,Teruel,caminreal,"40,83782336","-1,3256961"
Monesma y Cajigar,9.9,Solar,2008-06-18,Huesca,monesma cajigar,"42,26022","0,59727"
SiÃ©tamo,100.0,Solar,2008-06-18,Huesca,sia c tamo,,
BanastÃ¡s,15.0,Solar,2008-06-20,Huesca,banasta!s,,
Huesca,100.0,Solar,2008-06-24,Huesca,huesca,"42,14062739","-0,40842276"
AlacÃ³n,10.0,Solar,2008-06-14,Teruel,alaca3n,,
Sos del Rey CatÃ³lico,85.0,Solar,2008-08-25,Zaragoza,sos rey cata3lico,,
Isuerre,60.0,Solar,2008-07-31,Zaragoza,isuerre,"42,48814981","-1,05597606"
Isuerre,60.0,Solar,2008-07-31,Zaragoza,isuerre,"42,48814981","-1,05597606"
Zaragoza,100.0,Solar,2008-06-11,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Zaragoza,100.0,Solar,2008-06-11,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Zaragoza,100.0,Solar,2008-06-11,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Zaragoza,100.0,Solar,2008-06-11,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Zaragoza,100.0,Solar,2008-06-11,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Zaragoza,100.0,Solar,2008-06-11,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Zaragoza,100.0,Solar,2008-06-11,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Zaragoza,100.0,Solar,2008-06-11,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Zaragoza,100.0,Solar,2008-06-11,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Zaragoza,100.0,Solar,2008-06-11,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Gelsa,100.0,Solar,2008-07-11,Zaragoza,gelsa,"41,40662053","-0,46196276"
Gelsa,100.0,Solar,2008-07-11,Zaragoza,gelsa,"41,40662053","-0,46196276"
Gelsa,100.0,Solar,2008-07-11,Zaragoza,gelsa,"41,40662053","-0,46196276"
Gelsa,100.0,Solar,2008-07-11,Zaragoza,gelsa,"41,40662053","-0,46196276"
Gelsa,100.0,Solar,2008-07-11,Zaragoza,gelsa,"41,40662053","-0,46196276"
Monreal del Campo,99.0,Solar,2008-07-15,Teruel,monreal campo,"40,79010149","-1,35403777"
Huesca,100.0,Solar,2008-07-28,Huesca,huesca,"42,14062739","-0,40842276"
Zaragoza,100.0,Solar,2008-07-22,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Zaragoza,100.0,Solar,2008-07-29,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Miedes de AragÃ³n,15.0,Solar,2008-07-10,Zaragoza,miedes araga3n,,
Valpalmas,100.0,Solar,2008-09-03,Zaragoza,valpalmas,"42,15877628","-0,85396189"
Valpalmas,100.0,Solar,2008-09-03,Zaragoza,valpalmas,"42,15877628","-0,85396189"
Valpalmas,100.0,Solar,2008-09-03,Zaragoza,valpalmas,"42,15877628","-0,85396189"
Valpalmas,100.0,Solar,2008-09-03,Zaragoza,valpalmas,"42,15877628","-0,85396189"
Puebla de HÃ­jar (La),7.5,Solar,2008-06-26,Teruel,puebla hajar,,
Celadas,69.3,Solar,2008-06-27,Teruel,celadas,"40,47411915","-1,14982836"
Celadas,99.0,Solar,2008-06-27,Teruel,celadas,"40,47411915","-1,14982836"
Celadas,99.0,Solar,2008-06-27,Teruel,celadas,"40,47411915","-1,14982836"
Celadas,99.0,Solar,2008-06-27,Teruel,celadas,"40,47411915","-1,14982836"
Celadas,99.0,Solar,2008-06-27,Teruel,celadas,"40,47411915","-1,14982836"
Celadas,99.0,Solar,2008-06-27,Teruel,celadas,"40,47411915","-1,14982836"
Celadas,99.0,Solar,2008-06-27,Teruel,celadas,"40,47411915","-1,14982836"
Celadas,99.0,Solar,2008-06-27,Teruel,celadas,"40,47411915","-1,14982836"
Celadas,99.0,Solar,2008-06-27,Teruel,celadas,"40,47411915","-1,14982836"
Celadas,99.0,Solar,2008-06-27,Teruel,celadas,"40,47411915","-1,14982836"
RetascÃ³n,100.0,Solar,2008-06-27,Zaragoza,retasca3n,,
RetascÃ³n,100.0,Solar,2008-06-27,Zaragoza,retasca3n,,
RetascÃ³n,70.0,Solar,2008-06-27,Zaragoza,retasca3n,,
RetascÃ³n,100.0,Solar,2008-06-27,Zaragoza,retasca3n,,
RetascÃ³n,100.0,Solar,2008-06-27,Zaragoza,retasca3n,,
RetascÃ³n,100.0,Solar,2008-06-27,Zaragoza,retasca3n,,
RetascÃ³n,100.0,Solar,2008-06-27,Zaragoza,retasca3n,,
RetascÃ³n,100.0,Solar,2008-06-27,Zaragoza,retasca3n,,
Pina de Ebro,100.0,Solar,2008-07-04,Zaragoza,pina ebro,"41,48709183","-0,53303523"
Pina de Ebro,100.0,Solar,2008-07-04,Zaragoza,pina ebro,"41,48709183","-0,53303523"
Pina de Ebro,100.0,Solar,2008-07-04,Zaragoza,pina ebro,"41,48709183","-0,53303523"
Zuera,100.0,Solar,2008-07-03,Zaragoza,zuera,"41,86907598","-0,78671918"
Grado (El),40.0,Solar,2008-07-10,Huesca,grado,"42,15146924","0,22353061"
Albalate de Cinca,100.0,Solar,2008-07-10,Huesca,albalate cinca,"41,72129514","0,14512716"
Yebra de Basa,97.5,Solar,2008-07-10,Huesca,yebra basa,"42,48614099","-0,28288495"
Gelsa,100.0,Solar,2008-07-11,Zaragoza,gelsa,"41,40662053","-0,46196276"
Villarreal de Huerva,15.0,Solar,2008-07-11,Zaragoza,villarreal huerva,"41,19072752","-1,28727921"
Fonz,50.0,Solar,2008-07-14,Huesca,fonz,"42,01136292","0,25757679"
Celadas,80.0,Solar,2008-07-14,Teruel,celadas,"40,47411915","-1,14982836"
Teruel,100.0,Solar,2008-07-14,Teruel,teruel,"40,34412951","-1,10927177"
Teruel,100.0,Solar,2008-07-14,Teruel,teruel,"40,34412951","-1,10927177"
Cella,50.0,Solar,2008-07-14,Teruel,cella,"40,45488538","-1,28767198"
Cella,30.0,Solar,2008-07-14,Teruel,cella,"40,45488538","-1,28767198"
Teruel,5.0,Solar,2008-07-15,Teruel,teruel,"40,34412951","-1,10927177"
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-15,Zaragoza,sa!daba,,
San MartÃ­n del RÃ­o,90.0,Solar,2008-07-15,Teruel,san martan rao,,
San MartÃ­n del RÃ­o,10.0,Solar,2008-07-15,Teruel,san martan rao,,
Capella,100.0,Solar,2008-07-17,Huesca,capella,"42,19694511","0,39621261"
Capella,100.0,Solar,2008-07-17,Huesca,capella,"42,19694511","0,39621261"
Capella,100.0,Solar,2008-07-17,Huesca,capella,"42,19694511","0,39621261"
Capella,100.0,Solar,2008-07-17,Huesca,capella,"42,19694511","0,39621261"
Capella,100.0,Solar,2008-07-17,Huesca,capella,"42,19694511","0,39621261"
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
SÃ¡daba,100.0,Solar,2008-07-17,Zaragoza,sa!daba,,
AguarÃ³n,5.0,Solar,2008-09-04,Zaragoza,aguara3n,,
Loporzano,100.0,Solar,2008-07-23,Huesca,loporzano,"42,16160418","-0,32391473"
Laluenga,90.0,Solar,2008-07-18,Huesca,laluenga,"42,00398924","-0,04688304"
Laluenga,90.0,Solar,2008-07-18,Huesca,laluenga,"42,00398924","-0,04688304"
Laluenga,90.0,Solar,2008-07-18,Huesca,laluenga,"42,00398924","-0,04688304"
Laluenga,90.0,Solar,2008-07-18,Huesca,laluenga,"42,00398924","-0,04688304"
Laluenga,90.0,Solar,2008-07-18,Huesca,laluenga,"42,00398924","-0,04688304"
Tamarite de Litera,100.0,Solar,2008-07-21,Huesca,tamarite litera,"41,87052624","0,42208747"
Lanaja,100.0,Solar,2008-07-21,Huesca,lanaja,"41,77215652","-0,32899321"
Fraga,990.0,Solar,2008-07-24,Huesca,fraga,"41,52221149","0,3489743"
MallÃ©n,100.0,Solar,2008-07-25,Zaragoza,malla c n,,
MallÃ©n,80.0,Solar,2008-07-25,Zaragoza,malla c n,,
MallÃ©n,50.0,Solar,2008-07-25,Zaragoza,malla c n,,
MallÃ©n,35.0,Solar,2008-07-25,Zaragoza,malla c n,,
MallÃ©n,35.0,Solar,2008-07-25,Zaragoza,malla c n,,
Calamocha,80.0,Solar,2008-07-28,Teruel,calamocha,"40,91961258","-1,30091517"
Maella,100.0,Solar,2008-07-28,Zaragoza,maella,"41,12199909","0,14256843"
Maella,100.0,Solar,2008-07-28,Zaragoza,maella,"41,12199909","0,14256843"
Fuentes Claras,100.0,Solar,2008-07-30,Teruel,fuentes claras,"40,86382198","-1,3233324"
Mainar,60.0,Solar,2008-07-30,Zaragoza,mainar,"41,19225484","-1,30221644"
Muela (La),70.0,Solar,2008-07-30,Zaragoza,muela,"41,57946381","-1,11675821"
Torrecilla de AlcaÃ±iz,10.0,Solar,2008-07-31,Teruel,torrecilla alcaa+ iz,,
Torrecilla de AlcaÃ±iz,10.0,Solar,2008-07-31,Teruel,torrecilla alcaa+ iz,,
Torrecilla de AlcaÃ±iz,10.0,Solar,2008-07-31,Teruel,torrecilla alcaa+ iz,,
Torrecilla de AlcaÃ±iz,10.0,Solar,2008-07-31,Teruel,torrecilla alcaa+ iz,,
Torrecilla de AlcaÃ±iz,10.0,Solar,2008-07-31,Teruel,torrecilla alcaa+ iz,,
Torrecilla de AlcaÃ±iz,10.0,Solar,2008-07-31,Teruel,torrecilla alcaa+ iz,,
Torrecilla de AlcaÃ±iz,10.0,Solar,2008-07-31,Teruel,torrecilla alcaa+ iz,,
Torrecilla de AlcaÃ±iz,10.0,Solar,2008-07-31,Teruel,torrecilla alcaa+ iz,,
CodoÃ±era (La),10.0,Solar,2008-07-31,Teruel,codoa+ era,,
CodoÃ±era (La),10.0,Solar,2008-07-31,Teruel,codoa+ era,,
Muel,7.5,Solar,2008-05-29,Zaragoza,muel,"41,46663061","-1,08483691"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza,almonacid sierra,"41,39738034","-1,3239318"
Calatayud,100.0,Solar,2008-08-04,Zaragoza,calatayud,"41,35431931","-1,64472637"
Calatayud,100.0,Solar,2008-08-04,Zaragoza,calatayud,"41,35431931","-1,64472637"
Calatayud,100.0,Solar,2008-08-04,Zaragoza,calatayud,"41,35431931","-1,64472637"
Calatayud,100.0,Solar,2008-08-04,Zaragoza,calatayud,"41,35431931","-1,64472637"
Calatayud,100.0,Solar,2008-08-04,Zaragoza,calatayud,"41,35431931","-1,64472637"
Calatayud,100.0,Solar,2008-08-04,Zaragoza,calatayud,"41,35431931","-1,64472637"
Calatayud,100.0,Solar,2008-08-04,Zaragoza,calatayud,"41,35431931","-1,64472637"
Calatayud,100.0,Solar,2008-08-04,Zaragoza,calatayud,"41,35431931","-1,64472637"
Calatayud,100.0,Solar,2008-08-04,Zaragoza,calatayud,"41,35431931","-1,64472637"
Calatayud,100.0,Solar,2008-08-04,Zaragoza,calatayud,"41,35431931","-1,64472637"
Ãpila,100.0,Solar,2008-08-04,Zaragoza,apila,,
Ãpila,100.0,Solar,2008-08-04,Zaragoza,apila,,
Ãpila,100.0,Solar,2008-08-04,Zaragoza,apila,,
Ãpila,100.0,Solar,2008-08-04,Zaragoza,apila,,
Ãpila,100.0,Solar,2008-08-04,Zaragoza,apila,,
Ãpila,100.0,Solar,2008-08-04,Zaragoza,apila,,
Ãpila,100.0,Solar,2008-08-04,Zaragoza,apila,,
Ãpila,100.0,Solar,2008-08-04,Zaragoza,apila,,
Ãpila,100.0,Solar,2008-08-04,Zaragoza,apila,,
Ãpila,100.0,Solar,2008-08-04,Zaragoza,apila,,
Cuevas Labradas,19.8,Solar,2008-09-03,Teruel,cuevas labradas,"40,45324859","-1,05129761"
Luna,100.0,Solar,2008-08-05,Zaragoza,luna,"42,16908363","-0,93013543"
Luna,25.0,Solar,2008-08-05,Zaragoza,luna,"42,16908363","-0,93013543"
Luna,100.0,Solar,2008-08-05,Zaragoza,luna,"42,16908363","-0,93013543"
Luna,50.0,Solar,2008-08-05,Zaragoza,luna,"42,16908363","-0,93013543"
Luna,50.0,Solar,2008-08-05,Zaragoza,luna,"42,16908363","-0,93013543"
Luna,75.0,Solar,2008-08-05,Zaragoza,luna,"42,16908363","-0,93013543"
Zaragoza,96.0,Solar,2008-08-05,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Zaragoza,72.0,Solar,2008-08-05,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Ejea de los Caballeros,100.0,Solar,2008-08-05,Zaragoza,ejea caballeros,"42,126751","-1,138547"
Ejea de los Caballeros,100.0,Solar,2008-08-05,Zaragoza,ejea caballeros,"42,126751","-1,138547"
Ejea de los Caballeros,100.0,Solar,2008-08-05,Zaragoza,ejea caballeros,"42,126751","-1,138547"
Ejea de los Caballeros,100.0,Solar,2008-08-05,Zaragoza,ejea caballeros,"42,126751","-1,138547"
Ejea de los Caballeros,100.0,Solar,2008-08-05,Zaragoza,ejea caballeros,"42,126751","-1,138547"
Ejea de los Caballeros,100.0,Solar,2008-08-05,Zaragoza,ejea caballeros,"42,126751","-1,138547"
Ejea de los Caballeros,100.0,Solar,2008-08-05,Zaragoza,ejea caballeros,"42,126751","-1,138547"
Ejea de los Caballeros,100.0,Solar,2008-08-05,Zaragoza,ejea caballeros,"42,126751","-1,138547"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Azaila,100.0,Solar,2008-08-11,Teruel,azaila,"41,29189056","-0,49335843"
Biota,100.0,Solar,2008-08-11,Zaragoza,biota,"42,26312893","-1,18795951"
MalÃ³n,100.0,Solar,2008-08-11,Zaragoza,mala3n,,
Maella,100.0,Solar,2008-08-12,Zaragoza,maella,"41,12199909","0,14256843"
Maella,100.0,Solar,2008-08-12,Zaragoza,maella,"41,12199909","0,14256843"
Maella,100.0,Solar,2008-08-12,Zaragoza,maella,"41,12199909","0,14256843"
Caspe,100.0,Solar,2008-08-12,Zaragoza,caspe,"41,23639012","-0,03750663"
Caspe,100.0,Solar,2008-08-12,Zaragoza,caspe,"41,23639012","-0,03750663"
Maella,99.0,Solar,2008-08-19,Zaragoza,maella,"41,12199909","0,14256843"
Maella,99.0,Solar,2008-08-19,Zaragoza,maella,"41,12199909","0,14256843"
Maella,33.0,Solar,2008-08-19,Zaragoza,maella,"41,12199909","0,14256843"
Maella,33.0,Solar,2008-08-19,Zaragoza,maella,"41,12199909","0,14256843"
Tauste,100.0,Solar,2008-08-22,Zaragoza,tauste,"41,92139418","-1,25694062"
Tauste,100.0,Solar,2008-08-22,Zaragoza,tauste,"41,92139418","-1,25694062"
Tauste,50.0,Solar,2008-08-22,Zaragoza,tauste,"41,92139418","-1,25694062"
Tauste,100.0,Solar,2008-08-22,Zaragoza,tauste,"41,92139418","-1,25694062"
Tauste,100.0,Solar,2008-08-22,Zaragoza,tauste,"41,92139418","-1,25694062"
Tauste,50.0,Solar,2008-08-22,Zaragoza,tauste,"41,92139418","-1,25694062"
